q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
203,Crit12,12,whq-nun-repeated,whq,nun,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주도 마셨어.,-73.10761508967558,-12.18460251494593,17.578665623515683
204,Crit12,12,whq-nun-contradictory,whq,nun,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주만 마셨어.,-77.84812902540591,-11.121161289343702,16.044444241062468
205,Crit12,12,whq-zero-negated,whq,zero,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주는 안 마셨어.,-82.05555494017739,-11.722222134311055,16.9115917413694
206,Crit12,12,whq-zero-repeated,whq,zero,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주도 마셨어.,-70.429742051707,-11.738290341951165,16.93477326484776
207,Crit12,12,whq-zero-contradictory,whq,zero,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주만 마셨어.,-75.91550347023767,-10.845071924319667,15.646131483300111
217,Crit13,13,whq-acc-negated,whq,acc,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당은 안 찍었어.,-71.18486598626515,-10.16926656946645,14.671150449247168
218,Crit13,13,whq-acc-repeated,whq,acc,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당도 찍었어.,-68.76989373983463,-9.824270534262089,14.173426380131483
219,Crit13,13,whq-acc-contradictory,whq,acc,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당만 찍었어.,-66.41857034795888,-9.488367192565553,13.68882029484786
220,Crit13,13,whq-nun-negated,whq,nun,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당은 안 찍었어.,-71.82531996767109,-10.260759995381585,14.803147561088876
221,Crit13,13,whq-nun-repeated,whq,nun,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당도 찍었어.,-67.59553735149758,-9.656505335928227,13.931392360461466
222,Crit13,13,whq-nun-contradictory,whq,nun,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당만 찍었어.,-65.55184474011045,-9.364549248587208,13.510188761097233
223,Crit13,13,whq-zero-negated,whq,zero,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당은 안 찍었어.,-69.48618682015464,-9.926598117164948,14.321053876531593
224,Crit13,13,whq-zero-repeated,whq,zero,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당도 찍었어.,-67.7855706947477,-9.68365295639253,13.970558097877252
225,Crit13,13,whq-zero-contradictory,whq,zero,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당만 찍었어.,-65.30806024234377,-9.329722891763396,13.45994494881529
235,Crit14,14,whq-acc-negated,whq,acc,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금은 못 땄어.,-81.02986558369244,-11.575695083384634,16.700197891641768
236,Crit14,14,whq-acc-repeated,whq,acc,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금도 땄어.,-77.39822247841428,-11.056888925487755,15.951718820461283
237,Crit14,14,whq-acc-contradictory,whq,acc,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금만 땄어.,-73.33658175678933,-10.47665453668419,15.114617545181142
238,Crit14,14,whq-nun-negated,whq,nun,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금은 못 땄어.,-79.96922948304386,-11.424175640434838,16.48160154269984
239,Crit14,14,whq-nun-repeated,whq,nun,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금도 땄어.,-76.75245537628192,-10.964636482325988,15.81862667820191
240,Crit14,14,whq-nun-contradictory,whq,nun,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금만 땄어.,-72.77698124139664,-10.396711605913806,14.999284275404579
241,Crit14,14,whq-zero-negated,whq,zero,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금은 못 땄어.,-79.9713973548063,-11.4244853364009,16.48204833953426
242,Crit14,14,whq-zero-repeated,whq,zero,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금도 땄어.,-76.56438127731596,-10.93776875390228,15.779864739645076
243,Crit14,14,whq-zero-contradictory,whq,zero,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금만 땄어.,-72.2982540942616,-10.328322013465941,14.900618949531626
253,Crit15,15,whq-acc-negated,whq,acc,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비는 안 냈어.,-74.76678516271586,-12.461130860452643,17.97761169624345
254,Crit15,15,whq-acc-repeated,whq,acc,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비도 냈어.,-69.38038716057565,-11.563397860095941,16.682456748586468
255,Crit15,15,whq-acc-contradictory,whq,acc,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비만 냈어.,-66.23169951002542,-11.038616585004236,15.925357405460277
256,Crit15,15,whq-nun-negated,whq,nun,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비는 안 냈어.,-74.31317559709775,-12.385529266182958,17.868541651107275
257,Crit15,15,whq-nun-repeated,whq,nun,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비도 냈어.,-68.4800135238288,-11.4133355873048,16.46596265180616
258,Crit15,15,whq-nun-contradictory,whq,nun,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비만 냈어.,-65.48188979839824,-10.91364829973304,15.745066280031125
259,Crit15,15,whq-zero-negated,whq,zero,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비는 안 냈어.,-73.37340424418838,-12.22890070736473,17.642574406038634
260,Crit15,15,whq-zero-repeated,whq,zero,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비도 냈어.,-69.51169387600595,-11.585282312667658,16.71402933978425
261,Crit15,15,whq-zero-contradictory,whq,zero,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비만 냈어.,-66.24852038563834,-11.041420064273057,15.929401971098638
271,Crit16,16,whq-acc-negated,whq,acc,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키는 안 만들었어.,-76.01788653470369,-12.669647755783949,18.27843798707949
272,Crit16,16,whq-acc-repeated,whq,acc,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키도 만들었어.,-70.81901937173454,-11.80316989528909,17.028374674703475
273,Crit16,16,whq-acc-contradictory,whq,acc,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키만 만들었어.,-67.15622011156835,-11.192703351928058,16.147657619967887
274,Crit16,16,whq-nun-negated,whq,nun,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키는 안 만들었어.,-76.8338541857086,-12.805642364284767,18.474636734351254
275,Crit16,16,whq-nun-repeated,whq,nun,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키도 만들었어.,-71.899486686135,-11.9832477810225,17.288172147424838
276,Crit16,16,whq-nun-contradictory,whq,nun,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키만 만들었어.,-67.97582742474562,-11.329304570790937,16.34473152100075
277,Crit16,16,whq-zero-negated,whq,zero,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키는 안 만들었어.,-75.28193968648574,-12.546989947747624,18.101480175699173
278,Crit16,16,whq-zero-repeated,whq,zero,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키도 만들었어.,-70.17838571675,-11.696397619458333,16.874334841858015
279,Crit16,16,whq-zero-contradictory,whq,zero,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키만 만들었어.,-66.54268624613572,-11.090447707689286,16.000133909121704
289,Crit17,17,whq-acc-negated,whq,acc,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물은 못 받았어.,-72.86618885061684,-12.144364808436139,17.520614883877265
290,Crit17,17,whq-acc-repeated,whq,acc,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물도 받았어.,-57.562006620292586,-11.512401324058517,16.60888429894276
291,Crit17,17,whq-acc-contradictory,whq,acc,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물만 받았어.,-54.90716956262021,-10.981433912524043,15.842860247448323
292,Crit17,17,whq-nun-negated,whq,nun,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물은 못 받았어.,-72.38355184232549,-12.063925307054248,17.40456521414203
293,Crit17,17,whq-nun-repeated,whq,nun,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물도 받았어.,-56.07154200265733,-11.214308400531467,16.17882711644619
294,Crit17,17,whq-nun-contradictory,whq,nun,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물만 받았어.,-53.89003434351913,-10.778006868703827,15.549377060146195
295,Crit17,17,whq-zero-negated,whq,zero,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃 받았어.,선물은 못 받았어.,-72.18267583828388,-12.030445973047314,17.35626474499796
296,Crit17,17,whq-zero-repeated,whq,zero,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃 받았어.,선물도 받았어.,-56.136008866498244,-11.22720177329965,16.19742832139918
297,Crit17,17,whq-zero-contradictory,whq,zero,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃 받았어.,선물만 받았어.,-53.58923868606131,-10.717847737212262,15.462585779479127
307,Crit18,18,whq-acc-negated,whq,acc,negated,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어. 청소는 안 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,청소는 안 도왔어.,-87.41292104362257,-12.487560149088939,18.015741099893255
308,Crit18,18,whq-acc-repeated,whq,acc,repeated,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어. 청소도 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,청소도 도왔어.,-63.683294146095776,-10.613882357682629,15.312595442007588
309,Crit18,18,whq-acc-contradictory,whq,acc,contradictory,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어. 청소만 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,청소만 도왔어.,-64.14194119100007,-10.690323531833345,15.422876744874555
310,Crit18,18,whq-nun-negated,whq,nun,negated,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어. 청소는 안 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지는 도왔어.,청소는 안 도왔어.,-87.72596214267752,-12.532280306096789,18.080258648636256
311,Crit18,18,whq-nun-repeated,whq,nun,repeated,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어. 청소도 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지는 도왔어.,청소도 도왔어.,-63.30442569663704,-10.550737616106174,15.221496836477021
312,Crit18,18,whq-nun-contradictory,whq,nun,contradictory,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어. 청소만 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지는 도왔어.,청소만 도왔어.,-63.34021470370361,-10.556702450617268,15.2301022736459
313,Crit18,18,whq-zero-negated,whq,zero,negated,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어. 청소는 안 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지 도왔어.,청소는 안 도왔어.,-85.62281030750896,-12.23183004392985,17.646800545374226
314,Crit18,18,whq-zero-repeated,whq,zero,repeated,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어. 청소도 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지 도왔어.,청소도 도왔어.,-62.92243761776829,-10.487072936294714,15.129648118633245
315,Crit18,18,whq-zero-contradictory,whq,zero,contradictory,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어. 청소만 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지 도왔어.,청소만 도왔어.,-62.499792686846675,-10.416632114474446,15.028023494317
