,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,conversation,context,speakerA,qud,speakerB,anchor,target,instruction,top1_response,top1_logprob,top2_response,top2_logprob,top3_response,top3_logprob,top4_response,top4_logprob,top5_response,top5_logprob
162,244,Crit14,14,linkedq-acc-negated,linkedq,acc,negated,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달을 땄어. 상금은 못 땄어. 위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달을 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 메달이랑 상금 중에 뭘 땄어?,지은,메달을 땄어.,상금은 못 땄어.,위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.022624843,6,-4.866375,5,-5.460125,상,-6.257,지,-6.382
163,245,Crit14,14,linkedq-acc-repeated,linkedq,acc,repeated,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달을 땄어. 상금도 땄어. 위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달을 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 메달이랑 상금 중에 뭘 땄어?,지은,메달을 땄어.,상금도 땄어.,위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.14316826,5,-2.8306682,6,-2.8619182,지,-5.6275434,상,-5.7525434
164,246,Crit14,14,linkedq-acc-contradictory,linkedq,acc,contradictory,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달을 땄어. 상금만 땄어. 위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달을 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 메달이랑 상금 중에 뭘 땄어?,지은,메달을 땄어.,상금만 땄어.,위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.004306922,지,-6.660557,2,-7.035557,3,-7.457432,이,-7.894932
165,247,Crit14,14,linkedq-nun-negated,linkedq,nun,negated,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달은 땄어. 상금은 못 땄어. 위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달은 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 메달이랑 상금 중에 뭘 땄어?,지은,메달은 땄어.,상금은 못 땄어.,위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.060159925,6,-3.49766,5,-4.56016,지,-5.638285,이,-5.700785
166,248,Crit14,14,linkedq-nun-repeated,linkedq,nun,repeated,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달은 땄어. 상금도 땄어. 위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달은 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 메달이랑 상금 중에 뭘 땄어?,지은,메달은 땄어.,상금도 땄어.,위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.022653047,5,-4.475778,6,-4.663278,상,-7.632028,지,-8.428903
167,249,Crit14,14,linkedq-nun-contradictory,linkedq,nun,contradictory,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달은 땄어. 상금만 땄어. 위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,호준: 상혁이는 메달이랑 상금 중에 뭘 땄어? 지은: 메달은 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 메달이랑 상금 중에 뭘 땄어?,지은,메달은 땄어.,상금만 땄어.,위의 대화에서 지은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.008203191,지,-5.836328,2,-6.070703,3,-6.992578,호,-7.711328
168,253,Crit15,15,whq-acc-negated,whq,acc,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비는 안 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비는 안 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.059807975,6,-3.606683,5,-4.497308,동,-5.247308,4,-5.434808
169,254,Crit15,15,whq-acc-repeated,whq,acc,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비도 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비도 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.078866325,4,-3.3601162,7,-4.1413665,2,-4.8601165,5,-5.2507415
170,255,Crit15,15,whq-acc-contradictory,whq,acc,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비만 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비만 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.005453478,동,-5.5835786,2,-7.0523286,"
",-9.021078,이,-9.052328
171,256,Crit15,15,whq-nun-negated,whq,nun,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비는 안 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비는 안 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.26505372,6,-2.3900537,5,-2.5463037,4,-3.7650537,동,-4.2025537
172,257,Crit15,15,whq-nun-repeated,whq,nun,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비도 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비도 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.7129739,4,-1.8379738,5,-2.0098488,1,-2.6504738,6,-2.8535988
173,258,Crit15,15,whq-nun-contradictory,whq,nun,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비만 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비만 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.019217128,동,-4.769217,2,-5.409842,3,-6.050467,4,-6.394217
174,262,Crit15,15,linkedq-acc-negated,linkedq,acc,negated,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비를 냈어. 활동비는 안 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비를 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 식사비랑 활동비 중에 뭘 냈어?,동민,식사비를 냈어.,활동비는 안 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.019093633,동,-4.9722185,6,-5.1753435,1,-6.1128435,5,-6.8003435
175,263,Crit15,15,linkedq-acc-repeated,linkedq,acc,repeated,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비를 냈어. 활동비도 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비를 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 식사비랑 활동비 중에 뭘 냈어?,동민,식사비를 냈어.,활동비도 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.69662446,5,-1.5872495,6,-2.1497495,4,-2.8997495,동,-2.9934995
176,264,Crit15,15,linkedq-acc-contradictory,linkedq,acc,contradictory,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비를 냈어. 활동비만 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비를 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 식사비랑 활동비 중에 뭘 냈어?,동민,식사비를 냈어.,활동비만 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.0040765014,동,-6.0822015,2,-7.0509515,3,-7.5353265,이,-9.535327
177,265,Crit15,15,linkedq-nun-negated,linkedq,nun,negated,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비는 냈어. 활동비는 안 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비는 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 식사비랑 활동비 중에 뭘 냈어?,동민,식사비는 냈어.,활동비는 안 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.030918088,6,-4.234043,동,-4.718418,5,-5.984043,대,-6.874668
178,266,Crit15,15,linkedq-nun-repeated,linkedq,nun,repeated,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비는 냈어. 활동비도 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비는 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 식사비랑 활동비 중에 뭘 냈어?,동민,식사비는 냈어.,활동비도 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.054999635,동,-4.1175,6,-4.164375,5,-4.83625,대,-5.68
179,267,Crit15,15,linkedq-nun-contradictory,linkedq,nun,contradictory,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비는 냈어. 활동비만 냈어. 위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,혁수: 진영이는 식사비랑 활동비 중에 뭘 냈어? 동민: 식사비는 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 식사비랑 활동비 중에 뭘 냈어?,동민,식사비는 냈어.,활동비만 냈어.,위의 대화에서 동민이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.034207802,동,-3.7217078,2,-6.424833,\xec\xb2,-6.612333,\xed\x98,-6.909208
180,271,Crit16,16,whq-acc-negated,whq,acc,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키는 안 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키는 안 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.10726612,6,-3.1385162,5,-3.7010162,하,-4.294766,4,-4.419766
181,272,Crit16,16,whq-acc-repeated,whq,acc,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키도 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키도 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,4,-0.8084556,5,-1.6365806,7,-1.7928306,1,-2.8084555,3,-2.9959555
182,273,Crit16,16,whq-acc-contradictory,whq,acc,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키만 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키만 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.018292405,하,-5.0651674,3,-5.1589174,2,-5.6901674,4,-6.5026674
183,274,Crit16,16,whq-nun-negated,whq,nun,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키는 안 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키는 안 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.42321056,5,-1.9544606,4,-2.2044606,6,-3.0794606,1,-4.1107106
184,275,Crit16,16,whq-nun-repeated,whq,nun,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키도 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키도 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,4,-0.63566905,1,-1.651294,5,-2.463794,3,-2.760669,7,-3.010669
185,276,Crit16,16,whq-nun-contradictory,whq,nun,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키만 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키만 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.03336131,하,-3.9552362,2,-5.2833614,3,-5.4708614,4,-6.4552364
