q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
164,Crit10,10,whq-acc-repeated,whq,acc,repeated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,수제비도 시켰어.,-81.68061728285355,-13.613436213808924,19.640036915120362
165,Crit10,10,whq-acc-contradictory,whq,acc,contradictory,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어. 수제비만 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,수제비만 시켰어.,-81.94732912506204,-13.65788818751034,19.70416755713712
166,Crit10,10,whq-nun-negated,whq,nun,negated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비는 안 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수는 시켰어.,수제비는 안 시켰어.,-94.6618056399318,-13.523115091418829,19.509731079760645
167,Crit10,10,whq-nun-repeated,whq,nun,repeated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수는 시켰어.,수제비도 시켰어.,-82.61481418635753,-13.769135697726256,19.864663788436864
168,Crit10,10,whq-nun-contradictory,whq,nun,contradictory,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비만 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수는 시켰어.,수제비만 시켰어.,-82.3411724922197,-13.723528748703282,19.79886686925135
169,Crit10,10,whq-zero-negated,whq,zero,negated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어. 수제비는 안 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수 시켰어.,수제비는 안 시켰어.,-92.97462350117453,-13.282089071596362,19.16200403623757
170,Crit10,10,whq-zero-repeated,whq,zero,repeated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수 시켰어.,수제비도 시켰어.,-80.38704042930691,-13.397840071551151,19.32899742985028
171,Crit10,10,whq-zero-contradictory,whq,zero,contradictory,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어. 수제비만 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수 시켰어.,수제비만 시켰어.,-80.55521093466861,-13.425868489111435,19.369433888868468
172,Crit10,10,linkedq-acc-negated,linkedq,acc,negated,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수를 시켰어. 수제비는 안 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수를 시켰어.,수제비는 안 시켰어.,-92.73579281320073,-13.24797040188582,19.112781200644438
173,Crit10,10,linkedq-acc-repeated,linkedq,acc,repeated,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수를 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수를 시켰어.,수제비도 시켰어.,-81.17364634221758,-13.528941057036263,19.518136171465308
174,Crit10,10,linkedq-acc-contradictory,linkedq,acc,contradictory,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수를 시켰어. 수제비만 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수를 시켰어.,수제비만 시켰어.,-79.69893530373828,-13.28315588395638,19.163543121138925
175,Crit10,10,linkedq-nun-negated,linkedq,nun,negated,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비는 안 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수는 시켰어.,수제비는 안 시켰어.,-93.94008306333255,-13.420011866190364,19.36098456802388
176,Crit10,10,linkedq-nun-repeated,linkedq,nun,repeated,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수는 시켰어.,수제비도 시켰어.,-82.26380834944952,-13.710634724908253,19.780264725065155
177,Crit10,10,linkedq-nun-contradictory,linkedq,nun,contradictory,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비만 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수는 시켰어.,수제비만 시켰어.,-82.00579184549649,-13.667631974249415,19.718224869945065
178,Crit10,10,linkedq-zero-negated,linkedq,zero,negated,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수 시켰어. 수제비는 안 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수 시켰어.,수제비는 안 시켰어.,-91.81303087005638,-13.116147267150911,18.922600617887948
179,Crit10,10,linkedq-zero-repeated,linkedq,zero,repeated,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수 시켰어.,수제비도 시켰어.,-80.18078757612777,-13.363464596021295,19.279404101775157
180,Crit10,10,linkedq-zero-contradictory,linkedq,zero,contradictory,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수 시켰어. 수제비만 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수 시켰어.,수제비만 시켰어.,-78.63963817892537,-13.106606363154228,18.908836003006336
181,Crit11,11,whq-acc-negated,whq,acc,negated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어. 멀리뛰기는 못 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기를 이겼어.,멀리뛰기는 못 이겼어.,-90.70261196157946,-12.957515994511352,18.693744067520953
182,Crit11,11,whq-acc-repeated,whq,acc,repeated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기를 이겼어.,멀리뛰기도 이겼어.,-78.5880513962181,-13.09800856603635,18.896432003741804
183,Crit11,11,whq-acc-contradictory,whq,acc,contradictory,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기를 이겼어.,멀리뛰기만 이겼어.,-77.54300498905602,-12.923834164842669,18.645151458889877
184,Crit11,11,whq-nun-negated,whq,nun,negated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어. 멀리뛰기는 못 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기는 이겼어.,멀리뛰기는 못 이겼어.,-91.8401988217623,-13.1200284031089,18.928199913487557
185,Crit11,11,whq-nun-repeated,whq,nun,repeated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기는 이겼어.,멀리뛰기도 이겼어.,-78.81094545451954,-13.135157575753256,18.95002669583432
186,Crit11,11,whq-nun-contradictory,whq,nun,contradictory,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기는 이겼어.,멀리뛰기만 이겼어.,-78.2045553382964,-13.034092556382733,18.804220693581122
187,Crit11,11,whq-zero-negated,whq,zero,negated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기는 못 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기는 못 이겼어.,-90.41742093353707,-12.916774419076726,18.634966398683414
188,Crit11,11,whq-zero-repeated,whq,zero,repeated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기도 이겼어.,-78.5304983182756,-13.088416386379267,18.882593413719214
189,Crit11,11,whq-zero-contradictory,whq,zero,contradictory,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기만 이겼어.,-76.3563564640085,-12.726059410668084,18.359822801829168
190,Crit11,11,linkedq-acc-negated,linkedq,acc,negated,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기를 이겼어. 멀리뛰기는 못 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기를 이겼어.,멀리뛰기는 못 이겼어.,-90.15151103302915,-12.878787290432737,18.580162556571118
191,Crit11,11,linkedq-acc-repeated,linkedq,acc,repeated,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기를 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기를 이겼어.,멀리뛰기도 이겼어.,-77.5333906402324,-12.922231773372067,18.642839696661675
192,Crit11,11,linkedq-acc-contradictory,linkedq,acc,contradictory,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기를 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기를 이겼어.,멀리뛰기만 이겼어.,-77.69809531557962,-12.949682552596604,18.682442799717453
193,Crit11,11,linkedq-nun-negated,linkedq,nun,negated,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기는 이겼어. 멀리뛰기는 못 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기는 이겼어.,멀리뛰기는 못 이겼어.,-95.11288414320939,-13.58755487760134,19.6026980397221
194,Crit11,11,linkedq-nun-repeated,linkedq,nun,repeated,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기는 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기는 이겼어.,멀리뛰기도 이겼어.,-78.9089863656628,-13.151497727610467,18.973600551886094
195,Crit11,11,linkedq-nun-contradictory,linkedq,nun,contradictory,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기는 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기는 이겼어.,멀리뛰기만 이겼어.,-80.94396520165725,-13.490660866942875,19.46290953105329
196,Crit11,11,linkedq-zero-negated,linkedq,zero,negated,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기는 못 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기는 못 이겼어.,-90.20611194589962,-12.886587420842803,18.591415766032007
197,Crit11,11,linkedq-zero-repeated,linkedq,zero,repeated,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기도 이겼어.,-78.0989126178832,-13.016485436313866,18.77881898877343
198,Crit11,11,linkedq-zero-contradictory,linkedq,zero,contradictory,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기만 이겼어.,-77.97206445950327,-12.995344076583878,18.748318453933326
199,Crit12,12,whq-acc-negated,whq,acc,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주는 안 마셨어.,-101.37701656013137,-14.482430937161624,20.89373129305998
200,Crit12,12,whq-acc-repeated,whq,acc,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주도 마셨어.,-99.1644012859968,-16.5274002143328,23.84399832800512
201,Crit12,12,whq-acc-contradictory,whq,acc,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주만 마셨어.,-90.97815420662661,-15.163025701104436,21.875621983855268
202,Crit12,12,whq-nun-negated,whq,nun,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주는 안 마셨어.,-101.00799837879316,-14.429714054113308,20.81767690731505
203,Crit12,12,whq-nun-repeated,whq,nun,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주도 마셨어.,-100.4587288701771,-16.74312147836285,24.15521832583557
204,Crit12,12,whq-nun-contradictory,whq,nun,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주만 마셨어.,-89.73296187675639,-14.955493646126065,21.576216517312478
205,Crit12,12,whq-zero-negated,whq,zero,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주는 안 마셨어.,-100.29704258638661,-14.328148940912373,20.671149422172732
206,Crit12,12,whq-zero-repeated,whq,zero,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주도 마셨어.,-99.02896483310641,-16.504827472184402,23.811432744848364
207,Crit12,12,whq-zero-contradictory,whq,zero,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주만 마셨어.,-89.35835066867193,-14.893058444778655,21.486141561951662
208,Crit12,12,linkedq-acc-negated,linkedq,acc,negated,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주를 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주를 마셨어.,소주는 안 마셨어.,-98.33991959551221,-14.04855994221603,20.26778776026641
209,Crit12,12,linkedq-acc-repeated,linkedq,acc,repeated,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주를 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주를 마셨어.,소주도 마셨어.,-93.6833449744834,-15.613890829080567,22.5260828680962
210,Crit12,12,linkedq-acc-contradictory,linkedq,acc,contradictory,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주를 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주를 마셨어.,소주만 마셨어.,-90.05320470331229,-15.008867450552048,21.65321864027122
211,Crit12,12,linkedq-nun-negated,linkedq,nun,negated,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주는 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주는 마셨어.,소주는 안 마셨어.,-100.17306579211204,-14.31043797030172,20.645597892703414
212,Crit12,12,linkedq-nun-repeated,linkedq,nun,repeated,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주는 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주는 마셨어.,소주도 마셨어.,-96.41312643178655,-16.06885440529776,23.18245656328985
213,Crit12,12,linkedq-nun-contradictory,linkedq,nun,contradictory,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주는 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주는 마셨어.,소주만 마셨어.,-89.67296650059629,-14.945494416766048,21.561790678702067
214,Crit12,12,linkedq-zero-negated,linkedq,zero,negated,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주 마셨어.,소주는 안 마셨어.,-97.57232378832914,-13.938903398332736,20.109586808204956
215,Crit12,12,linkedq-zero-repeated,linkedq,zero,repeated,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주 마셨어.,소주도 마셨어.,-93.922253162577,-15.653708860429498,22.583528144461265
216,Crit12,12,linkedq-zero-contradictory,linkedq,zero,contradictory,시우: 기환이는 맥주랑 소주 중에 뭘 마셨어? 현숙: 맥주 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 맥주랑 소주 중에 뭘 마셨어?,현숙,맥주 마셨어.,소주만 마셨어.,-87.75844146370628,-14.626406910617712,21.10144471597224
217,Crit13,13,whq-acc-negated,whq,acc,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당은 안 찍었어.,-87.23061667384965,-12.461516667692807,17.978168298435573
218,Crit13,13,whq-acc-repeated,whq,acc,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당도 찍었어.,-65.98402242265767,-10.997337070442946,15.865803654512398
219,Crit13,13,whq-acc-contradictory,whq,acc,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당만 찍었어.,-66.04005245146348,-11.006675408577246,15.8792760286289
220,Crit13,13,whq-nun-negated,whq,nun,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당은 안 찍었어.,-92.05940655556039,-13.151343793651483,18.973378472126843
221,Crit13,13,whq-nun-repeated,whq,nun,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당도 찍었어.,-66.1252475421258,-11.020874590354302,15.899761117763337
222,Crit13,13,whq-nun-contradictory,whq,nun,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당만 찍었어.,-66.59282534249525,-11.098804223749207,16.01218981340046
