,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
97,188,Crit11,11,whq-zero-repeated,whq,zero,repeated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기도 이겼어.,-80.06730939663876,-13.34455156610646,19.25211836730884
98,189,Crit11,11,whq-zero-contradictory,whq,zero,contradictory,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기만 이겼어.,-74.15901135072839,-12.3598352251214,17.831472985487366
99,199,Crit12,12,whq-acc-negated,whq,acc,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주는 안 마셨어.,-101.09271365216368,-14.44181623602338,20.83513666514065
100,200,Crit12,12,whq-acc-repeated,whq,acc,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주도 마셨어.,-90.16743421884642,-15.027905703141071,21.680685032868595
101,201,Crit12,12,whq-acc-contradictory,whq,acc,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주만 마셨어.,-84.01296263323329,-14.002160438872217,20.200847426892576
102,202,Crit12,12,whq-nun-negated,whq,nun,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주는 안 마셨어.,-101.67390786550924,-14.524843980787036,20.95492038076737
103,203,Crit12,12,whq-nun-repeated,whq,nun,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주도 마셨어.,-91.11654873511672,-15.186091455852784,21.908898833845072
104,204,Crit12,12,whq-nun-contradictory,whq,nun,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주만 마셨어.,-84.12339111259263,-14.020565185432105,20.227399863483345
105,205,Crit12,12,whq-zero-negated,whq,zero,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주는 안 마셨어.,-100.81023044401654,-14.401461492002364,20.776917076065185
106,206,Crit12,12,whq-zero-repeated,whq,zero,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주도 마셨어.,-90.01722827360476,-15.002871378934126,21.644568137483223
107,207,Crit12,12,whq-zero-contradictory,whq,zero,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주만 마셨어.,-83.74771624307975,-13.957952707179958,20.137069151611207
108,217,Crit13,13,whq-acc-negated,whq,acc,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당은 안 찍었어.,-86.03041551546323,-12.29005935935189,17.73080768996796
109,218,Crit13,13,whq-acc-repeated,whq,acc,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당도 찍었어.,-69.94309167658567,-11.65718194609761,16.81775858437538
110,219,Crit13,13,whq-acc-contradictory,whq,acc,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당만 찍었어.,-67.63387277750641,-11.2723121295844,16.262508808703927
111,220,Crit13,13,whq-nun-negated,whq,nun,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당은 안 찍었어.,-88.36036010580597,-12.62290858654371,18.211007619401325
112,221,Crit13,13,whq-nun-repeated,whq,nun,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당도 찍었어.,-68.74670492920777,-11.45778415486796,16.53008837980415
113,222,Crit13,13,whq-nun-contradictory,whq,nun,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당만 찍었어.,-66.65968655573901,-11.109947759289836,16.028266536862898
114,223,Crit13,13,whq-zero-negated,whq,zero,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당은 안 찍었어.,-85.40073083381517,-12.20010440483074,17.601030123176905
115,224,Crit13,13,whq-zero-repeated,whq,zero,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당도 찍었어.,-68.91228247100916,-11.48538041183486,16.569901362877395
116,225,Crit13,13,whq-zero-contradictory,whq,zero,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당만 찍었어.,-66.32415612381665,-11.054026020636108,15.947588521829276
117,235,Crit14,14,whq-acc-negated,whq,acc,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금은 못 땄어.,-73.95171055796253,-12.325285092993754,17.781627681204757
118,236,Crit14,14,whq-acc-repeated,whq,acc,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금도 땄어.,-65.33718227061946,-13.067436454123891,18.8523257694962
119,237,Crit14,14,whq-acc-contradictory,whq,acc,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금만 땄어.,-61.4965391542132,-12.29930783084264,17.74415041392347
120,238,Crit14,14,whq-nun-negated,whq,nun,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금은 못 땄어.,-72.5097298449482,-12.084954974158032,17.434904610584205
121,239,Crit14,14,whq-nun-repeated,whq,nun,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금도 땄어.,-64.27305711264678,-12.854611422529356,18.545284151837723
122,240,Crit14,14,whq-nun-contradictory,whq,nun,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금만 땄어.,-59.1364928407935,-11.8272985681587,17.063184991395694
123,241,Crit14,14,whq-zero-negated,whq,zero,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금은 못 땄어.,-72.96304120760189,-12.160506867933648,17.543902953064055
124,242,Crit14,14,whq-zero-repeated,whq,zero,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금도 땄어.,-64.4253003170525,-12.8850600634105,18.589212255038763
125,243,Crit14,14,whq-zero-contradictory,whq,zero,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금만 땄어.,-60.11218318284117,-12.022436636568234,17.34470971497878
126,253,Crit15,15,whq-acc-negated,whq,acc,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비는 안 냈어.,-77.92992843604206,-12.98832140600701,18.73818688191828
127,254,Crit15,15,whq-acc-repeated,whq,acc,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비도 냈어.,-68.16308733617852,-13.632617467235704,19.66770961431721
128,255,Crit15,15,whq-acc-contradictory,whq,acc,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비만 냈어.,-66.49844081455434,-13.299688162910869,19.18739415800116
129,256,Crit15,15,whq-nun-negated,whq,nun,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비는 안 냈어.,-78.92970961679812,-13.154951602799686,18.978583440493427
130,257,Crit15,15,whq-nun-repeated,whq,nun,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비도 냈어.,-68.94173736362983,-13.788347472725963,19.892380520955623
131,258,Crit15,15,whq-nun-contradictory,whq,nun,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비만 냈어.,-65.7798553755214,-13.15597107510428,18.98005422813159
132,259,Crit15,15,whq-zero-negated,whq,zero,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비는 안 냈어.,-78.3302357533178,-13.055039292219632,18.834440445495822
133,260,Crit15,15,whq-zero-repeated,whq,zero,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비도 냈어.,-68.20433318342054,-13.640866636684107,19.67961065017188
134,261,Crit15,15,whq-zero-contradictory,whq,zero,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비만 냈어.,-66.51114136274545,-13.30222827254909,19.191058761579534
135,271,Crit16,16,whq-acc-negated,whq,acc,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키는 안 만들었어.,-85.10450880400207,-12.157786972000295,17.539978972689273
136,272,Crit16,16,whq-acc-repeated,whq,acc,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키도 만들었어.,-71.66534780092987,-11.94422463348831,17.231873645997382
137,273,Crit16,16,whq-acc-contradictory,whq,acc,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키만 만들었어.,-67.12847372984152,-11.188078954973586,16.140986025414566
138,274,Crit16,16,whq-nun-negated,whq,nun,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키는 안 만들었어.,-86.60958719004488,-12.37279817000641,17.85017456178829
139,275,Crit16,16,whq-nun-repeated,whq,nun,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키도 만들었어.,-71.47825330728733,-11.91304221788122,17.186886929638096
140,276,Crit16,16,whq-nun-contradictory,whq,nun,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키만 만들었어.,-68.59447868901707,-11.432413114836178,16.4934857061681
141,277,Crit16,16,whq-zero-negated,whq,zero,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키는 안 만들었어.,-85.83473554315351,-12.26210507759336,17.690478186303316
142,278,Crit16,16,whq-zero-repeated,whq,zero,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키도 만들었어.,-71.79694066027147,-11.966156776711912,17.26351504026214
143,279,Crit16,16,whq-zero-contradictory,whq,zero,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키만 만들었어.,-67.5259719174849,-11.254328652914149,16.23656413609381
144,289,Crit17,17,whq-acc-negated,whq,acc,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물은 못 받았어.,-89.11270616698391,-12.730386595283417,18.36606560961472
145,290,Crit17,17,whq-acc-repeated,whq,acc,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물도 받았어.,-78.56051731945101,-13.093419553241835,18.88981145774058
146,291,Crit17,17,whq-acc-contradictory,whq,acc,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물만 받았어.,-74.02374990486553,-12.33729165081092,17.798949482625726
147,292,Crit17,17,whq-nun-negated,whq,nun,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물은 못 받았어.,-89.08091926300504,-12.72584560900072,18.35951435122393
148,293,Crit17,17,whq-nun-repeated,whq,nun,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물도 받았어.,-77.65633837215672,-12.94272306202612,18.6724023771843
149,294,Crit17,17,whq-nun-contradictory,whq,nun,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물만 받았어.,-75.66066905588328,-12.61011150931388,18.192545339543976
150,295,Crit17,17,whq-zero-negated,whq,zero,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃 받았어.,선물은 못 받았어.,-88.92283955394541,-12.703262793420771,18.32693423517743
151,296,Crit17,17,whq-zero-repeated,whq,zero,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃 받았어.,선물도 받았어.,-78.20756685408527,-13.034594475680878,18.80494481006348
152,297,Crit17,17,whq-zero-contradictory,whq,zero,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃 받았어.,선물만 받았어.,-74.08070907340638,-12.346784845567733,17.812645267623573
153,307,Crit18,18,whq-acc-negated,whq,acc,negated,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어. 청소는 안 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,청소는 안 도왔어.,-78.56680439313739,-13.094467398856231,18.89132317941209
154,308,Crit18,18,whq-acc-repeated,whq,acc,repeated,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어. 청소도 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,청소도 도왔어.,-65.13478143324735,-13.02695628664947,18.793925232626496
155,309,Crit18,18,whq-acc-contradictory,whq,acc,contradictory,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어. 청소만 도왔어.,미희는 지영이와 윤주가 설거지와 청소를 도와야 했다는 것을 알고 있습니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,청소만 도왔어.,-64.87905327081616,-12.975810654163231,18.72013768227547
