,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
94,185,Crit11,11,whq-nun-repeated,whq,nun,repeated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기는 이겼어.,멀리뛰기도 이겼어.,-82.78974194275398,-13.79829032379233,19.906725022881364
95,186,Crit11,11,whq-nun-contradictory,whq,nun,contradictory,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기는 이겼어.,멀리뛰기만 이겼어.,-77.7384300420031,-12.956405007000518,18.69214125134858
96,187,Crit11,11,whq-zero-negated,whq,zero,negated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기는 못 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기는 못 이겼어.,-93.18652971690396,-13.312361388129135,19.20567775717562
97,188,Crit11,11,whq-zero-repeated,whq,zero,repeated,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기도 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기도 이겼어.,-81.79218635350153,-13.632031058916922,19.666863605943767
98,189,Crit11,11,whq-zero-contradictory,whq,zero,contradictory,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어. 멀리뛰기만 이겼어.,하영이는 범수와 승우가 달리기와 멀리뛰기 시합에 출전했다는 것을 알고 있습니다.,하영,범수는 뭘 이겼어?,승우,달리기 이겼어.,멀리뛰기만 이겼어.,-75.95791187326563,-12.659651978877603,18.264017129306872
99,199,Crit12,12,whq-acc-negated,whq,acc,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주는 안 마셨어.,-110.09125665918208,-15.727322379883152,22.68973000391944
100,200,Crit12,12,whq-acc-repeated,whq,acc,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주도 마셨어.,-103.15573742181982,-17.192622903636636,24.803711802950584
101,201,Crit12,12,whq-acc-contradictory,whq,acc,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,소주만 마셨어.,-94.67822250740376,-15.77970375123396,22.765300348602207
102,202,Crit12,12,whq-nun-negated,whq,nun,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주는 안 마셨어.,-112.1228892242108,-16.017555603458685,23.108448036273074
103,203,Crit12,12,whq-nun-repeated,whq,nun,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주도 마셨어.,-104.6006324217342,-17.433438736955697,25.15113561144754
104,204,Crit12,12,whq-nun-contradictory,whq,nun,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주는 마셨어.,소주만 마셨어.,-96.06859699909738,-16.011432833182898,23.09961474595969
105,205,Crit12,12,whq-zero-negated,whq,zero,negated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주는 안 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주는 안 마셨어.,-109.07704496971796,-15.582434995673996,22.48070169323351
106,206,Crit12,12,whq-zero-repeated,whq,zero,repeated,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주도 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주도 마셨어.,-102.72893458908504,-17.12148909818084,24.701087414579952
107,207,Crit12,12,whq-zero-contradictory,whq,zero,contradictory,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어. 소주만 마셨어.,시우는 기환이와 현숙이가 맥주와 소주를 마시러 갔다는 것을 알고 있습니다.,시우,기환이는 뭘 마셨어?,현숙,맥주 마셨어.,소주만 마셨어.,-94.03740898189793,-15.672901496982986,22.611217266038565
108,217,Crit13,13,whq-acc-negated,whq,acc,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당은 안 찍었어.,-88.320593727182,-12.617227675311714,18.202811796939194
109,218,Crit13,13,whq-acc-repeated,whq,acc,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당도 찍었어.,-68.9834559074604,-11.4972426512434,16.58701495684593
110,219,Crit13,13,whq-acc-contradictory,whq,acc,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,강당만 찍었어.,-68.69221983270863,-11.448703305451438,16.516987483383872
111,220,Crit13,13,whq-nun-negated,whq,nun,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당은 안 찍었어.,-91.5218425596132,-13.0745489370876,18.862586913396346
112,221,Crit13,13,whq-nun-repeated,whq,nun,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당도 찍었어.,-67.21266187759484,-11.202110312932474,16.161228995958794
113,222,Crit13,13,whq-nun-contradictory,whq,nun,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장은 찍었어.,강당만 찍었어.,-66.83974516820018,-11.139957528033364,16.07156148140741
114,223,Crit13,13,whq-zero-negated,whq,zero,negated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당은 안 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당은 안 찍었어.,-87.53691419027396,-12.505273455753423,18.04129599957585
115,224,Crit13,13,whq-zero-repeated,whq,zero,repeated,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당도 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당도 찍었어.,-68.00219200094317,-11.333698666823862,16.351070861556643
116,225,Crit13,13,whq-zero-contradictory,whq,zero,contradictory,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어. 강당만 찍었어.,재효는 찬욱이와 석준이가 운동장과 강당을 찍기로 했다는 것을 알고 있습니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장 찍었어.,강당만 찍었어.,-67.17289472008174,-11.195482453346957,16.15166701580306
117,235,Crit14,14,whq-acc-negated,whq,acc,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금은 못 땄어.,-78.55804379769614,-13.093007299616024,18.88921670147904
118,236,Crit14,14,whq-acc-repeated,whq,acc,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금도 땄어.,-68.11801384838567,-13.623602769677134,19.654704154854347
119,237,Crit14,14,whq-acc-contradictory,whq,acc,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,상금만 땄어.,-63.81562475042402,-12.763124950084803,18.413297071733545
120,238,Crit14,14,whq-nun-negated,whq,nun,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금은 못 땄어.,-79.79157839445003,-13.298596399075004,19.18581907572933
121,239,Crit14,14,whq-nun-repeated,whq,nun,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금도 땄어.,-67.50565765291621,-13.501131530583242,19.478015505562063
122,240,Crit14,14,whq-nun-contradictory,whq,nun,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달은 땄어.,상금만 땄어.,-66.46680982485677,-13.293361964971352,19.178267383606137
123,241,Crit14,14,whq-zero-negated,whq,zero,negated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금은 못 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금은 못 땄어.,-76.91216792652723,-12.818694654421206,18.493467208603334
124,242,Crit14,14,whq-zero-repeated,whq,zero,repeated,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금도 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금도 땄어.,-66.70479714629492,-13.340959429258984,19.246936009292792
125,243,Crit14,14,whq-zero-contradictory,whq,zero,contradictory,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어. 상금만 땄어.,호준이는 상혁이와 지은이가 메달과 상금을 딸 수 있었다는 것을 알고 있습니다.,호준,상혁이는 뭘 땄어?,지은,메달 땄어.,상금만 땄어.,-62.72678063123767,-12.545356126247531,18.09912306952329
126,253,Crit15,15,whq-acc-negated,whq,acc,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비는 안 냈어.,-78.47423764580671,-13.079039607634453,18.86906558152456
127,254,Crit15,15,whq-acc-repeated,whq,acc,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비도 냈어.,-66.30253583426835,-13.260507166853673,19.13086792929235
128,255,Crit15,15,whq-acc-contradictory,whq,acc,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,활동비만 냈어.,-64.32817964113185,-12.865635928226371,18.56118915153506
129,256,Crit15,15,whq-nun-negated,whq,nun,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비는 안 냈어.,-79.42931877383856,-13.23821979563976,19.098714049367587
130,257,Crit15,15,whq-nun-repeated,whq,nun,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비도 냈어.,-66.50438862960186,-13.300877725920373,19.189110334655798
131,258,Crit15,15,whq-nun-contradictory,whq,nun,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비는 냈어.,활동비만 냈어.,-65.44255680005398,-13.088511360010797,18.882730431706435
132,259,Crit15,15,whq-zero-negated,whq,zero,negated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비는 안 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비는 안 냈어.,-76.27663781070981,-12.712772968451636,18.34065451753244
133,260,Crit15,15,whq-zero-repeated,whq,zero,repeated,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비도 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비도 냈어.,-64.34449707732132,-12.868899415464265,18.565897368389173
134,261,Crit15,15,whq-zero-contradictory,whq,zero,contradictory,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어. 활동비만 냈어.,혁수는 진영이와 동민이가 식사비와 활동비를 내야 했다는 것을 알고 있습니다.,혁수,진영이는 뭘 냈어?,동민,식사비 냈어.,활동비만 냈어.,-62.17496596513118,-12.434993193026235,17.939903013066967
135,271,Crit16,16,whq-acc-negated,whq,acc,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키는 안 만들었어.,-84.80221561904503,-12.114602231292148,17.477676561427554
136,272,Crit16,16,whq-acc-repeated,whq,acc,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키도 만들었어.,-74.54322195663838,-12.423870326106396,17.923856108121246
137,273,Crit16,16,whq-acc-contradictory,whq,acc,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키만 만들었어.,-67.75935321170003,-11.29322553528334,16.292680475393883
138,274,Crit16,16,whq-nun-negated,whq,nun,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키는 안 만들었어.,-86.59412059288069,-12.370588656125811,17.846986907069976
139,275,Crit16,16,whq-nun-repeated,whq,nun,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키도 만들었어.,-73.6680887278128,-12.2780147879688,17.713431046563947
140,276,Crit16,16,whq-nun-contradictory,whq,nun,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키만 만들었어.,-70.27589680098885,-11.712649466831474,16.89778130146853
141,277,Crit16,16,whq-zero-negated,whq,zero,negated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키는 안 만들었어.,-84.3854021012847,-12.05505744304067,17.391771590706362
142,278,Crit16,16,whq-zero-repeated,whq,zero,repeated,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키도 만들었어.,-73.55591048233211,-12.25931841372202,17.68645788015551
143,279,Crit16,16,whq-zero-contradictory,whq,zero,contradictory,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치 만들었어.,쿠키만 만들었어.,-67.20510999181357,-11.20085166530226,16.15941315126446
144,289,Crit17,17,whq-acc-negated,whq,acc,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물은 못 받았어.,-91.35214945321036,-13.05030706474434,18.827613284384864
145,290,Crit17,17,whq-acc-repeated,whq,acc,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물도 받았어.,-77.59652282762323,-12.932753804603871,18.65801977893988
146,291,Crit17,17,whq-acc-contradictory,whq,acc,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물만 받았어.,-75.57781952155467,-12.596303253592446,18.172624237491338
147,292,Crit17,17,whq-nun-negated,whq,nun,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물은 못 받았어.,-91.99940473730152,-13.142772105328788,18.961012139891643
148,293,Crit17,17,whq-nun-repeated,whq,nun,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물도 받았어.,-76.02412331699738,-12.670687219499564,18.279937616227187
149,294,Crit17,17,whq-nun-contradictory,whq,nun,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물만 받았어.,-75.5241215159732,-12.587353585995537,18.159712596431667
150,295,Crit17,17,whq-zero-negated,whq,zero,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃 받았어.,선물은 못 받았어.,-91.08967785176216,-13.01281112168031,18.77351807327293
151,296,Crit17,17,whq-zero-repeated,whq,zero,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃 받았어.,선물도 받았어.,-76.51927527026645,-12.753212545044407,18.398996494138483
