Unnamed: 0,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
185,186,Crit24,24,WhQ-Both,WhQ,Both,찬우: 선미는 뭘 찾았어? 유나: ,유나는 선미가 단서와 증거를 둘 다 찾았다고 답하려고 합니다. 찬우: 선미는 뭘 찾았어? 유나: ,유나는 선미가 단서와 증거를 둘 다 찾았다고 답하려고 합니다.,찬우,선미는 뭘 찾았어?,유나,단서를 찾았어.,단서 찾았어.,단서는 찾았어.,단서랑 증거를 둘 다 찾았어.,단서만 찾았어.,단서랑 증거를 둘 다 찾았어.,찬우: 선미는 뭘 찾았어? 유나: 단서를 찾았어.,유나는 선미가 단서와 증거를 둘 다 찾았다고 답하려고 합니다. 찬우: 선미는 뭘 찾았어? 유나: 단서를 찾았어.,찬우: 선미는 뭘 찾았어? 유나: 단서 찾았어.,유나는 선미가 단서와 증거를 둘 다 찾았다고 답하려고 합니다. 찬우: 선미는 뭘 찾았어? 유나: 단서 찾았어.,찬우: 선미는 뭘 찾았어? 유나: 단서는 찾았어.,유나는 선미가 단서와 증거를 둘 다 찾았다고 답하려고 합니다. 찬우: 선미는 뭘 찾았어? 유나: 단서는 찾았어.,찬우: 선미는 뭘 찾았어? 유나: 단서랑 증거를 둘 다 찾았어.,유나는 선미가 단서와 증거를 둘 다 찾았다고 답하려고 합니다. 찬우: 선미는 뭘 찾았어? 유나: 단서랑 증거를 둘 다 찾았어.,찬우: 선미는 뭘 찾았어? 유나: 단서만 찾았어.,유나는 선미가 단서와 증거를 둘 다 찾았다고 답하려고 합니다. 찬우: 선미는 뭘 찾았어? 유나: 단서만 찾았어.,찬우: 선미는 뭘 찾았어? 유나: 단서랑 증거를 둘 다 찾았어.,유나는 선미가 단서와 증거를 둘 다 찾았다고 답하려고 합니다. 찬우: 선미는 뭘 찾았어? 유나: 단서랑 증거를 둘 다 찾았어.,-11.075092008072971,-11.177856940288253,-10.50664192302131,-10.742179785903554,-10.551554733108196,-10.921743113022686,-10.410611650519511,-10.775219667302824,-10.96020485433978,-11.186556412846672,-10.410611650519511,-10.775219667302824
192,193,Crit25,25,WhQ-One,WhQ,One,민규: 지훈이는 뭘 읽었어? 종현: ,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: ,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다.,민규,지훈이는 뭘 읽었어?,종현,소설을 읽었어.,소설 읽었어.,소설은 읽었어.,소설만 읽었어.,소설만 읽었어.,소설이랑 잡지를 둘 다 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설을 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설을 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설은 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설은 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설만 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설만 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설만 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설만 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설이랑 잡지를 둘 다 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설이랑 잡지를 둘 다 읽었어.,-11.562283467103052,-11.508345256762889,-11.263795874279248,-11.281478345063302,-11.143917536463162,-10.888387888022187,-11.66406599684166,-11.76787267787988,-11.66406599684166,-11.76787267787988,-11.142792415840812,-10.869804907592597
193,194,Crit25,25,WhQ-Both,WhQ,Both,민규: 지훈이는 뭘 읽었어? 종현: ,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: ,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다.,민규,지훈이는 뭘 읽었어?,종현,소설을 읽었어.,소설 읽었어.,소설은 읽었어.,소설이랑 잡지를 둘 다 읽었어.,소설만 읽었어.,소설이랑 잡지를 둘 다 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설을 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설을 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설은 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설은 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설이랑 잡지를 둘 다 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설이랑 잡지를 둘 다 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설만 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설만 읽었어.,민규: 지훈이는 뭘 읽었어? 종현: 소설이랑 잡지를 둘 다 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 뭘 읽었어? 종현: 소설이랑 잡지를 둘 다 읽었어.,-11.562283467103052,-11.669320591015236,-11.263795874279248,-11.484695637204991,-11.143917536463162,-10.883752163961828,-11.142792415840812,-10.991788554415868,-11.66406599684166,-11.815687387902278,-11.142792415840812,-10.991788554415868
200,201,Crit26,26,WhQ-One,WhQ,One,용재: 다혜는 뭘 적었어? 유미: ,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: ,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다.,용재,다혜는 뭘 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름만 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름을 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름을 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름은 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름은 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,-11.547432898499912,-11.7640624145185,-11.334810031481672,-11.403909294965567,-11.060405402521186,-11.291876975439775,-12.099603149857325,-11.972962385090716,-12.099603149857325,-11.972962385090716,-10.41153760740545,-10.74287418464407
201,202,Crit26,26,WhQ-Both,WhQ,Both,용재: 다혜는 뭘 적었어? 유미: ,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: ,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다.,용재,다혜는 뭘 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름이랑 주소를 둘 다 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름을 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름을 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름은 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름은 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,-11.547432898499912,-12.109271616257162,-11.334810031481672,-11.775041430013474,-11.060405402521186,-11.511532276607571,-10.41153760740545,-10.960822015421224,-12.099603149857325,-12.314028938975502,-10.41153760740545,-10.960822015421224
208,209,Crit27,27,WhQ-One,WhQ,One,소윤: 미영이는 뭘 입었어? 민정: ,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: ,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복만 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,-11.355914696921552,-11.327170673139186,-10.983476006726711,-10.809471720232846,-10.89745911367352,-10.980521707200998,-11.699776977102516,-11.46434745104732,-11.699776977102516,-11.46434745104732,-10.925998826252847,-10.883863800315211
209,210,Crit27,27,WhQ-Both,WhQ,Both,소윤: 미영이는 뭘 입었어? 민정: ,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: ,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복이랑 반바지를 둘 다 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,-11.355914696921552,-11.469956837897014,-10.983476006726711,-10.938210796597014,-10.89745911367352,-11.214802942839716,-10.925998826252847,-11.229037663746588,-11.699776977102516,-11.535125649584655,-10.925998826252847,-11.229037663746588
216,217,Crit28,28,WhQ-One,WhQ,One,수정: 승윤이는 뭘 날랐어? 재호: ,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: ,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다.,수정,승윤이는 뭘 날랐어?,재호,식재료를 날랐어.,식재료 날랐어.,식재료는 날랐어.,식재료만 날랐어.,식재료만 날랐어.,식재료랑 음식을 둘 다 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료를 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료를 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료는 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료는 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,-12.516880789903,-13.292483400895389,-11.888928681486371,-12.838452411035528,-11.355708872575816,-12.449540274185988,-12.103580425934018,-13.04963434656747,-12.103580425934018,-13.04963434656747,-11.188975087613407,-11.8397457076652
217,218,Crit28,28,WhQ-Both,WhQ,Both,수정: 승윤이는 뭘 날랐어? 재호: ,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: ,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다.,수정,승윤이는 뭘 날랐어?,재호,식재료를 날랐어.,식재료 날랐어.,식재료는 날랐어.,식재료랑 음식을 둘 다 날랐어.,식재료만 날랐어.,식재료랑 음식을 둘 다 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료를 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료를 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료는 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료는 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,-12.516880789903,-13.61012333983074,-11.888928681486371,-13.182233099331896,-11.355708872575816,-12.74708277938848,-11.188975087613407,-12.072020110210742,-12.103580425934018,-13.387837454359728,-11.188975087613407,-12.072020110210742
224,225,Crit29,29,WhQ-One,WhQ,One,이준: 도윤이는 뭘 썼어? 형수: ,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: ,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다.,이준,도윤이는 뭘 썼어?,형수,드라이버를 썼어.,드라이버 썼어.,드라이버는 썼어.,드라이버만 썼어.,드라이버만 썼어.,드라이버랑 드릴을 둘 다 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버를 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버를 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버는 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버는 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,-11.572370798304398,-12.17008908277026,-11.153493230403736,-11.731501012798413,-11.009042439131738,-11.54279612136997,-11.396199383575738,-11.801126455491184,-11.396199383575738,-11.801126455491184,-9.924524280940972,-10.96274163345952
225,226,Crit29,29,WhQ-Both,WhQ,Both,이준: 도윤이는 뭘 썼어? 형수: ,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: ,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다.,이준,도윤이는 뭘 썼어?,형수,드라이버를 썼어.,드라이버 썼어.,드라이버는 썼어.,드라이버랑 드릴을 둘 다 썼어.,드라이버만 썼어.,드라이버랑 드릴을 둘 다 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버를 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버를 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버는 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버는 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,-11.572370798304398,-12.41621912174072,-11.153493230403736,-12.118568588252923,-11.009042439131738,-11.770835197872684,-9.924524280940972,-11.302873368485203,-11.396199383575738,-12.140011544971944,-9.924524280940972,-11.302873368485203
232,233,Crit30,30,WhQ-One,WhQ,One,혜령: 하솔이는 뭘 배웠어? 도완: ,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: ,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다.,혜령,하솔이는 뭘 배웠어?,도완,초상화를 배웠어.,초상화 배웠어.,초상화는 배웠어.,초상화만 배웠어.,초상화만 배웠어.,초상화랑 풍경화를 둘 다 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화를 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화를 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화는 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화는 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,-12.317835148475774,-11.869767275876963,-11.931581772379545,-11.311795229021843,-11.942561094804033,-11.321890331871169,-12.037941537044684,-11.705340531406948,-12.037941537044684,-11.705340531406948,-11.413478270308072,-11.689396938142613
233,234,Crit30,30,WhQ-Both,WhQ,Both,혜령: 하솔이는 뭘 배웠어? 도완: ,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: ,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다.,혜령,하솔이는 뭘 배웠어?,도완,초상화를 배웠어.,초상화 배웠어.,초상화는 배웠어.,초상화랑 풍경화를 둘 다 배웠어.,초상화만 배웠어.,초상화랑 풍경화를 둘 다 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화를 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화를 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화는 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화는 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,-12.317835148475774,-12.173807377012093,-11.931581772379545,-11.693162332027066,-11.942561094804033,-11.598740765327031,-11.413478270308072,-11.946846086055764,-12.037941537044684,-12.12195988504022,-11.413478270308072,-11.946846086055764
