,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
171,172,Crit22,22,LinkedWhQ-Both,LinkedWhQ,Both,규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다.,규호,진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어?,선예,곰 인형을 뽑았어.,곰 인형 뽑았어.,곰 인형은 뽑았어.,곰 인형이랑 토끼 인형을 둘 다 뽑았어.,곰 인형만 뽑았어.,곰 인형이랑 토끼 인형을 둘 다 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형을 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형을 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형은 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형은 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형만 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형만 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 중에 뭘 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,-0.18551267602174948,-0.78907768471,-0.49322657337660447,-1.049176845585385,-0.7702426337053532,-1.1654309167133046,-0.28306936305224745,-0.2511839137854561,-0.4826540393728148,-0.8161322207846219,-0.28306936305224745,-0.2501992030779761
172,173,Crit22,22,DQ-One,DQ,One,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다.,규호,진우는 곰 인형이나 토끼 인형 뽑았어?,선예,곰 인형을 뽑았어.,곰 인형 뽑았어.,곰 인형은 뽑았어.,곰 인형만 뽑았어.,곰 인형만 뽑았어.,곰 인형이랑 토끼 인형을 둘 다 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형을 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형을 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형은 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형은 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,-0.23029883071301363,-0.46398489485445,-0.36751218368651506,-0.419499608886795,-0.4323880596219682,-0.7445579158179637,-0.30411994274763476,-0.1242185291563348,-0.30411994274763476,-0.12650691060104782,-0.2894664579368609,-0.5152638877306783
173,174,Crit22,22,DQ-Both,DQ,Both,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다.,규호,진우는 곰 인형이나 토끼 인형 뽑았어?,선예,곰 인형을 뽑았어.,곰 인형 뽑았어.,곰 인형은 뽑았어.,곰 인형이랑 토끼 인형을 둘 다 뽑았어.,곰 인형만 뽑았어.,곰 인형이랑 토끼 인형을 둘 다 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형을 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형을 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형은 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형은 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이나 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,-0.23113649972687728,-1.1135114929685725,-0.36751218368651506,-1.2415356526739298,-0.4323880596219682,-1.2088747555413,-0.2894664359151217,-0.3706189556986956,-0.30411994274763476,-0.8822183435429828,-0.2894664579368609,-0.37190568466889135
174,175,Crit22,22,CQ-One,CQ,One,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다.,규호,진우는 곰 인형이랑 토끼 인형 뽑았어?,선예,곰 인형을 뽑았어.,곰 인형 뽑았어.,곰 인형은 뽑았어.,곰 인형만 뽑았어.,곰 인형만 뽑았어.,곰 인형이랑 토끼 인형을 둘 다 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형을 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형을 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형은 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형은 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,선예는 진우가 곰 인형과 토끼 인형 중에 곰 인형만 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,-0.5387962023580293,-0.5808037007588909,-0.6943615271133321,-0.4859098752622801,-0.6339498852215745,-0.7376656853663,-0.518518561708867,-0.20690209435600435,-0.518518561708867,-0.20690209435600435,-0.37953621499022266,-0.37016163396951957
175,176,Crit22,22,CQ-Both,CQ,Both,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: ,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다.,규호,진우는 곰 인형이랑 토끼 인형 뽑았어?,선예,곰 인형을 뽑았어.,곰 인형 뽑았어.,곰 인형은 뽑았어.,곰 인형이랑 토끼 인형을 둘 다 뽑았어.,곰 인형만 뽑았어.,곰 인형이랑 토끼 인형을 둘 다 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형을 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형을 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형은 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형은 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형만 뽑았어.,규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,선예는 진우가 곰 인형과 토끼 인형을 둘 다 뽑았다고 답하려고 합니다. 규호: 진우는 곰 인형이랑 토끼 인형 뽑았어? 선예: 곰 인형이랑 토끼 인형을 둘 다 뽑았어.,-0.533997752080591,-0.9951857697250727,-0.6943615271133321,-1.02836164321358,-0.6299680821313474,-0.9181821828835272,-0.37953621499022266,-0.3610464589712185,-0.518518561708867,-0.8189104234297434,-0.37953621499022266,-0.3610464589712185
176,177,Crit23,23,WhQ-One,WhQ,One,광호: 민식이는 뭘 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다.,광호,민식이는 뭘 던졌어?,상훈,러닝슛을 던졌어.,러닝슛 던졌어.,러닝슛은 던졌어.,러닝슛만 던졌어.,러닝슛만 던졌어.,러닝슛이랑 점프슛을 둘 다 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛을 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛을 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛은 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛은 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛만 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛만 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛만 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛만 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,-1.30095414037225,-0.493054632923185,-1.7609093037299999,-0.7174790343603723,-1.8448073536285001,-0.9604122687109351,-1.6549299351638096,-0.07006645181233095,-1.6549299351638096,-0.07036435224675237,-1.216826075852,-0.5973863689021675
177,178,Crit23,23,WhQ-Both,WhQ,Both,광호: 민식이는 뭘 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다.,광호,민식이는 뭘 던졌어?,상훈,러닝슛을 던졌어.,러닝슛 던졌어.,러닝슛은 던졌어.,러닝슛이랑 점프슛을 둘 다 던졌어.,러닝슛만 던졌어.,러닝슛이랑 점프슛을 둘 다 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛을 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛을 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛은 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛은 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛만 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛만 던졌어.,광호: 민식이는 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,-1.30328596181465,-1.02922046721835,-1.7573240910333332,-1.1708163071324442,-1.846152151412,-1.44455745264725,-1.2168361874957498,-0.32872128707096754,-1.6546191216890476,-0.8804461369878096,-1.2168361874957498,-0.32872128707096754
178,179,Crit23,23,LinkedWhQ-One,LinkedWhQ,One,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다.,광호,민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어?,상훈,러닝슛을 던졌어.,러닝슛 던졌어.,러닝슛은 던졌어.,러닝슛만 던졌어.,러닝슛만 던졌어.,러닝슛이랑 점프슛을 둘 다 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛을 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛을 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛은 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛은 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛만 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛만 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛만 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛만 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,-0.0738136935464,-0.592113699316924,-0.29587286999766665,-0.8107367613995712,-0.6961496221925325,-1.0934124314976141,-0.33032218526866663,-0.12791627658277285,-0.32942017349133323,-0.1284596512571395,-0.2914295138329575,-0.47889933719219446
179,180,Crit23,23,LinkedWhQ-Both,LinkedWhQ,Both,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다.,광호,민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어?,상훈,러닝슛을 던졌어.,러닝슛 던졌어.,러닝슛은 던졌어.,러닝슛이랑 점프슛을 둘 다 던졌어.,러닝슛만 던졌어.,러닝슛이랑 점프슛을 둘 다 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛을 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛을 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛은 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛은 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛만 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛만 던졌어.,광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,상훈이는 민식이가 러닝슛과 점프슛을 둘 다 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이랑 점프슛 중에 뭘 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,-0.07282311395525001,-1.144170204444905,-0.2972250681265556,-1.1145170122526722,-0.6961496221925325,-1.4832499812859052,-0.2914295138329575,-0.29219005202478626,-0.32942017082466657,-0.9733906494527664,-0.2914346616190575,-0.29055794097676724
180,181,Crit23,23,DQ-One,DQ,One,광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: ,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다.,광호,민식이는 러닝슛이나 점프슛 던졌어?,상훈,러닝슛을 던졌어.,러닝슛 던졌어.,러닝슛은 던졌어.,러닝슛만 던졌어.,러닝슛만 던졌어.,러닝슛이랑 점프슛을 둘 다 던졌어.,광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛을 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛을 던졌어.,광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛 던졌어.,광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛은 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛은 던졌어.,광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛만 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛만 던졌어.,광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛만 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛만 던졌어.,광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,상훈이는 민식이가 러닝슛과 점프슛 중에 러닝슛만 던졌다고 답하려고 합니다. 광호: 민식이는 러닝슛이나 점프슛 던졌어? 상훈: 러닝슛이랑 점프슛을 둘 다 던졌어.,-0.19394468595529998,-0.45152422449717006,-0.19060467439033332,-0.3744832985578556,-0.49712946830279997,-0.6882673503843699,-0.18634706050161906,-0.07697242143645476,-0.18762263822742858,-0.07697242143645476,-0.32350573026386603,-0.5964953012745086
