,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
200,201,Crit26,26,WhQ-One,WhQ,One,용재: 다혜는 뭘 적었어? 유미: ,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: ,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다.,용재,다혜는 뭘 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름만 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름을 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름을 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름은 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름은 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,-8.010544561219385,-8.6206565334575,-6.7560850684411236,-7.1252785860357495,-7.7972319497293885,-8.297073823654475,-7.885342528091775,-8.214984053249424,-7.885342528091775,-8.214984053249424,-9.007039527139842,-9.925735100750162
201,202,Crit26,26,WhQ-Both,WhQ,Both,용재: 다혜는 뭘 적었어? 유미: ,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: ,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다.,용재,다혜는 뭘 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름이랑 주소를 둘 다 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름을 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름을 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름은 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름은 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름만 적었어.,용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름이랑 주소를 둘 다 적었어.,-8.010544561219385,-8.507478934369333,-6.7560850684411236,-7.0032948534617985,-7.7972319497293885,-8.2644705203109,-9.007039527139842,-10.281465644372776,-7.885342528091775,-8.166643729677158,-9.007039527139842,-10.281465644372776
208,209,Crit27,27,WhQ-One,WhQ,One,소윤: 미영이는 뭘 입었어? 민정: ,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: ,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복만 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,-10.615885461849516,-11.387722437519448,-9.354261830931355,-10.0282794162724,-10.519254574709397,-11.061447366302714,-9.599929708242568,-10.243442335934093,-9.599929708242568,-10.243442335934093,-10.369286014802642,-11.159604359661785
209,210,Crit27,27,WhQ-Both,WhQ,Both,소윤: 미영이는 뭘 입었어? 민정: ,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: ,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복이랑 반바지를 둘 다 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복만 입었어.,소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복이랑 반바지를 둘 다 입었어.,-10.615885461849516,-11.317978406970601,-9.354261830931355,-9.964868505175561,-10.519254574709397,-11.083449009498437,-10.369286014802642,-11.247656186555526,-9.599929708242568,-10.182045946452844,-10.369286014802642,-11.247656186555526
216,217,Crit28,28,WhQ-One,WhQ,One,수정: 승윤이는 뭘 날랐어? 재호: ,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: ,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다.,수정,승윤이는 뭘 날랐어?,재호,식재료를 날랐어.,식재료 날랐어.,식재료는 날랐어.,식재료만 날랐어.,식재료만 날랐어.,식재료랑 음식을 둘 다 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료를 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료를 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료는 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료는 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,재호는 승윤이가 식재료와 음식 중에 식재료만 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,-12.926633953784695,-13.293874142468866,-11.088484939822266,-10.920958865359612,-11.330684926081702,-11.028825897019033,-11.39000851260297,-11.331491662528016,-11.39000851260297,-11.331491662528016,-10.302971414449669,-10.56022104474227
217,218,Crit28,28,WhQ-Both,WhQ,Both,수정: 승윤이는 뭘 날랐어? 재호: ,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: ,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다.,수정,승윤이는 뭘 날랐어?,재호,식재료를 날랐어.,식재료 날랐어.,식재료는 날랐어.,식재료랑 음식을 둘 다 날랐어.,식재료만 날랐어.,식재료랑 음식을 둘 다 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료를 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료를 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료는 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료는 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료만 날랐어.,수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,재호는 승윤이가 식재료와 음식을 둘 다 날랐다고 답하려고 합니다. 수정: 승윤이는 뭘 날랐어? 재호: 식재료랑 음식을 둘 다 날랐어.,-12.926633953784695,-13.332533523970406,-11.088484939822266,-11.11332444837025,-11.330684926081702,-11.185566086625359,-10.302971414449669,-11.093079612247344,-11.39000851260297,-11.553962329634297,-10.302971414449669,-11.093079612247344
224,225,Crit29,29,WhQ-One,WhQ,One,이준: 도윤이는 뭘 썼어? 형수: ,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: ,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다.,이준,도윤이는 뭘 썼어?,형수,드라이버를 썼어.,드라이버 썼어.,드라이버는 썼어.,드라이버만 썼어.,드라이버만 썼어.,드라이버랑 드릴을 둘 다 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버를 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버를 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버는 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버는 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,형수는 도윤이가 드라이버와 드릴 중에 드라이버만 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,-10.609318558956064,-11.612974735219927,-10.05947214857078,-11.335251587349884,-10.375732878011688,-11.358652879968929,-9.745340449282331,-10.926854573554523,-9.745340449282331,-10.926854573554523,-8.709486004282773,-10.308317856231294
225,226,Crit29,29,WhQ-Both,WhQ,Both,이준: 도윤이는 뭘 썼어? 형수: ,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: ,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다.,이준,도윤이는 뭘 썼어?,형수,드라이버를 썼어.,드라이버 썼어.,드라이버는 썼어.,드라이버랑 드릴을 둘 다 썼어.,드라이버만 썼어.,드라이버랑 드릴을 둘 다 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버를 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버를 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버는 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버는 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버만 썼어.,이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,형수는 도윤이가 드라이버와 드릴을 둘 다 썼다고 답하려고 합니다. 이준: 도윤이는 뭘 썼어? 형수: 드라이버랑 드릴을 둘 다 썼어.,-10.609318558956064,-11.520022668396882,-10.05947214857078,-11.378877142797474,-10.375732878011688,-11.378893585468818,-8.709486004282773,-10.538975293515822,-9.745340449282331,-10.986656680224044,-8.709486004282773,-10.538975293515822
232,233,Crit30,30,WhQ-One,WhQ,One,혜령: 하솔이는 뭘 배웠어? 도완: ,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: ,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다.,혜령,하솔이는 뭘 배웠어?,도완,초상화를 배웠어.,초상화 배웠어.,초상화는 배웠어.,초상화만 배웠어.,초상화만 배웠어.,초상화랑 풍경화를 둘 다 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화를 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화를 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화는 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화는 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,도완이는 하솔이가 초상화와 풍경화 중에 초상화만 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,-11.550239116295938,-11.583884310276867,-10.391980743671557,-10.791596313086622,-11.304053081862383,-11.052875968270035,-9.848503139378778,-9.862972437524997,-9.848503139378778,-9.862972437524997,-9.707081355627745,-10.170857156535797
233,234,Crit30,30,WhQ-Both,WhQ,Both,혜령: 하솔이는 뭘 배웠어? 도완: ,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: ,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다.,혜령,하솔이는 뭘 배웠어?,도완,초상화를 배웠어.,초상화 배웠어.,초상화는 배웠어.,초상화랑 풍경화를 둘 다 배웠어.,초상화만 배웠어.,초상화랑 풍경화를 둘 다 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화를 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화를 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화는 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화는 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화만 배웠어.,혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,도완이는 하솔이가 초상화와 풍경화를 둘 다 배웠다고 답하려고 합니다. 혜령: 하솔이는 뭘 배웠어? 도완: 초상화랑 풍경화를 둘 다 배웠어.,-11.550239116295938,-11.73697148243688,-10.391980743671557,-10.767804630472206,-11.304053081862383,-11.184639096963458,-9.707081355627745,-10.635444497692008,-9.848503139378778,-9.993956259344559,-9.707081355627745,-10.635444497692008
240,241,Crit31,31,WhQ-One,WhQ,One,도경: 예지는 뭘 모았어? 재현: ,재현이는 예지가 페트병과 유리병 중에 페트병만 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: ,재현이는 예지가 페트병과 유리병 중에 페트병만 모았다고 답하려고 합니다.,도경,예지는 뭘 모았어?,재현,페트병을 모았어.,페트병 모았어.,페트병은 모았어.,페트병만 모았어.,페트병만 모았어.,페트병이랑 유리병을 둘 다 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병을 모았어.,재현이는 예지가 페트병과 유리병 중에 페트병만 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병을 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병 모았어.,재현이는 예지가 페트병과 유리병 중에 페트병만 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병은 모았어.,재현이는 예지가 페트병과 유리병 중에 페트병만 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병은 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병만 모았어.,재현이는 예지가 페트병과 유리병 중에 페트병만 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병만 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병만 모았어.,재현이는 예지가 페트병과 유리병 중에 페트병만 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병만 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병이랑 유리병을 둘 다 모았어.,재현이는 예지가 페트병과 유리병 중에 페트병만 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병이랑 유리병을 둘 다 모았어.,-10.25453558584197,-11.428589745741723,-8.341952000759518,-10.016796222491532,-9.722554041932039,-11.117093800457962,-8.891643119583696,-10.366593958630032,-8.891643119583696,-10.366593958630032,-9.757678198007833,-11.260195601393653
241,242,Crit31,31,WhQ-Both,WhQ,Both,도경: 예지는 뭘 모았어? 재현: ,재현이는 예지가 페트병과 유리병을 둘 다 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: ,재현이는 예지가 페트병과 유리병을 둘 다 모았다고 답하려고 합니다.,도경,예지는 뭘 모았어?,재현,페트병을 모았어.,페트병 모았어.,페트병은 모았어.,페트병이랑 유리병을 둘 다 모았어.,페트병만 모았어.,페트병이랑 유리병을 둘 다 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병을 모았어.,재현이는 예지가 페트병과 유리병을 둘 다 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병을 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병 모았어.,재현이는 예지가 페트병과 유리병을 둘 다 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병은 모았어.,재현이는 예지가 페트병과 유리병을 둘 다 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병은 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병이랑 유리병을 둘 다 모았어.,재현이는 예지가 페트병과 유리병을 둘 다 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병이랑 유리병을 둘 다 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병만 모았어.,재현이는 예지가 페트병과 유리병을 둘 다 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병만 모았어.,도경: 예지는 뭘 모았어? 재현: 페트병이랑 유리병을 둘 다 모았어.,재현이는 예지가 페트병과 유리병을 둘 다 모았다고 답하려고 합니다. 도경: 예지는 뭘 모았어? 재현: 페트병이랑 유리병을 둘 다 모았어.,-10.25453558584197,-11.699680173402001,-8.341952000759518,-10.029389639257394,-9.722554041932039,-11.305766308063472,-9.757678198007833,-11.721872403907028,-8.891643119583696,-10.448584397103122,-9.757678198007833,-11.721872403907028
