q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,chat_question_simple,chat_question_full,acc_null_v1,acc_null_v2,nun_null_v1,nun_null_v2,acc_null_v1_response,acc_null_v1_coded,acc_null_v2_response,acc_null_v2_coded,acc_null_coded,nun_null_v1_response,nun_null_v1_coded,nun_null_v2_response,nun_null_v2_coded,nun_null_coded
199,Crit25,25,CQ-One,CQ,One,민규: 지훈이는 소설이랑 잡지 읽었어? 종현:,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현:,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다.,민규,지훈이는 소설이랑 잡지 읽었어?,종현,소설을 읽었어.,소설 읽었어.,소설은 읽었어.,소설만 읽었어.,소설만 읽었어.,소설이랑 잡지를 둘 다 읽었어.,아래에 주어진 두 개의 문장들 중 종현이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종현이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종현이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현: 소설을 읽었어. 소설 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현: 소설 읽었어. 소설을 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현: 소설은 읽었어. 소설 읽었어.,종현이는 지훈이가 소설과 잡지 중에 소설만 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현: 소설 읽었어. 소설은 읽었어.,소설을 읽었어.,lul,소설 읽었어.,zero,random,소설은 읽었어.,nun,소설은 읽었어.,nun,nun
200,Crit25,25,CQ-Both,CQ,Both,민규: 지훈이는 소설이랑 잡지 읽었어? 종현:,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현:,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다.,민규,지훈이는 소설이랑 잡지 읽었어?,종현,소설을 읽었어.,소설 읽었어.,소설은 읽었어.,소설이랑 잡지를 둘 다 읽었어.,소설만 읽었어.,소설이랑 잡지를 둘 다 읽었어.,아래에 주어진 두 개의 문장들 중 종현이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종현이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종현이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현: 소설을 읽었어. 소설 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현: 소설 읽었어. 소설을 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현: 소설은 읽었어. 소설 읽었어.,종현이는 지훈이가 소설과 잡지를 둘 다 읽었다고 답하려고 합니다. 민규: 지훈이는 소설이랑 잡지 읽었어? 종현: 소설 읽었어. 소설은 읽었어.,소설을 읽었어.,lul,"네, 소설하고 잡지 둘 다 읽었어.",both,random,소설 읽었어.,zero,"네, 소설이랑 잡지 둘 다 읽었어.",both,random
201,Crit26,26,WhQ-One,WhQ,One,용재: 다혜는 뭘 적었어? 유미:,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미:,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다.,용재,다혜는 뭘 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름만 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,아래에 주어진 두 개의 문장들 중 유미가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 유미가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 유미가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름을 적었어. 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름 적었어. 이름을 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름은 적었어. 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름 적었어. 이름은 적었어.,이름을 적었어.,lul,이름을 적었어.,lul,lul,이름 적었어.,zero,이름은 적었어.,nun,random
202,Crit26,26,WhQ-Both,WhQ,Both,용재: 다혜는 뭘 적었어? 유미:,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미:,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다.,용재,다혜는 뭘 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름이랑 주소를 둘 다 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,아래에 주어진 두 개의 문장들 중 유미가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 유미가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 유미가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름을 적었어. 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름 적었어. 이름을 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름은 적었어. 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 뭘 적었어? 유미: 이름 적었어. 이름은 적었어.,유미: 이름을 적었어.,lul,유미: 이름을 적었어.,lul,lul,이름 적었어.,zero,이름은 적었어.,nun,random
203,Crit26,26,LinkedWhQ-One,LinkedWhQ,One,용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미:,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미:,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다.,용재,다혜는 이름이랑 주소 중에 뭘 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름만 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,아래에 주어진 두 개의 문장들 중 유미가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 유미가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 유미가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미: 이름을 적었어. 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미: 이름 적었어. 이름을 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미: 이름은 적었어. 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미: 이름 적었어. 이름은 적었어.,이름을 적었어.,lul,이름을 적었어.,lul,lul,이름 적었어.,zero,이름은 적었어.,nun,random
204,Crit26,26,LinkedWhQ-Both,LinkedWhQ,Both,용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미:,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미:,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다.,용재,다혜는 이름이랑 주소 중에 뭘 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름이랑 주소를 둘 다 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,아래에 주어진 두 개의 문장들 중 유미가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 유미가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 유미가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미: 이름을 적었어. 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미: 이름 적었어. 이름을 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미: 이름은 적었어. 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 중에 뭘 적었어? 유미: 이름 적었어. 이름은 적었어.,이름을 적었어.,lul,이름을 적었어.,lul,lul,이름 적었어.,zero,유미: 이름은 적었어.,nun,random
205,Crit26,26,DQ-One,DQ,One,용재: 다혜는 이름이나 주소 적었어? 유미:,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미:,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다.,용재,다혜는 이름이나 주소 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름만 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,아래에 주어진 두 개의 문장들 중 유미가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 유미가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 유미가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미: 이름을 적었어. 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미: 이름 적었어. 이름을 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미: 이름은 적었어. 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미: 이름 적었어. 이름은 적었어.,이름을 적었어.,lul,이름을 적었어.,lul,lul,이름은 적었어.,nun,이름은 적었어.,nun,nun
206,Crit26,26,DQ-Both,DQ,Both,용재: 다혜는 이름이나 주소 적었어? 유미:,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미:,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다.,용재,다혜는 이름이나 주소 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름이랑 주소를 둘 다 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,아래에 주어진 두 개의 문장들 중 유미가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 유미가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 유미가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미: 이름을 적었어. 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미: 이름 적었어. 이름을 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미: 이름은 적었어. 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이나 주소 적었어? 유미: 이름 적었어. 이름은 적었어.,"이름과 주소를 둘 다 적었다고 답하려면, 유미는 ""이름과 주소 둘 다 적었어.""라고 답하는 것이 적절합니다.",both,이름을 적었어.,lul,random,이름은 적었어. 주소도 적었어.,others,유미: 이름은 적었어.,nun,random
207,Crit26,26,CQ-One,CQ,One,용재: 다혜는 이름이랑 주소 적었어? 유미:,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미:,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다.,용재,다혜는 이름이랑 주소 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름만 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,아래에 주어진 두 개의 문장들 중 유미가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 유미가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 유미가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미: 이름을 적었어. 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미: 이름 적었어. 이름을 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미: 이름은 적었어. 이름 적었어.,유미는 다혜가 이름과 주소 중에 이름만 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미: 이름 적었어. 이름은 적었어.,이름을 적었어.,lul,이름을 적었어.,lul,lul,이름은 적었어.,nun,이름은 적었어.,nun,nun
208,Crit26,26,CQ-Both,CQ,Both,용재: 다혜는 이름이랑 주소 적었어? 유미:,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미:,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다.,용재,다혜는 이름이랑 주소 적었어?,유미,이름을 적었어.,이름 적었어.,이름은 적었어.,이름이랑 주소를 둘 다 적었어.,이름만 적었어.,이름이랑 주소를 둘 다 적었어.,아래에 주어진 두 개의 문장들 중 유미가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 유미가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 유미가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미: 이름을 적었어. 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미: 이름 적었어. 이름을 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미: 이름은 적었어. 이름 적었어.,유미는 다혜가 이름과 주소를 둘 다 적었다고 답하려고 합니다. 용재: 다혜는 이름이랑 주소 적었어? 유미: 이름 적었어. 이름은 적었어.,이름 적었어.,zero,유미: 이름 적었어.,zero,zero,이름 적었어.,zero,유미: 이름은 적었어.,nun,random
209,Crit27,27,WhQ-One,WhQ,One,소윤: 미영이는 뭘 입었어? 민정:,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정:,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복만 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,아래에 주어진 두 개의 문장들 중 민정이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 민정이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 민정이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 수영복을 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 수영복은 입었어.,수영복을 입었어.,lul,수영복을 입었어.,lul,lul,수영복 입었어.,zero,수영복 입었어.,zero,zero
210,Crit27,27,WhQ-Both,WhQ,Both,소윤: 미영이는 뭘 입었어? 민정:,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정:,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복이랑 반바지를 둘 다 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,아래에 주어진 두 개의 문장들 중 민정이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 민정이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 민정이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 수영복을 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 수영복은 입었어.,수영복을 입었어.,lul,수영복을 입었어.,lul,lul,수영복 입었어.,zero,수영복 입었어.,zero,zero
211,Crit27,27,LinkedWhQ-One,LinkedWhQ,One,소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정:,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정:,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다.,소윤,미영이는 수영복이랑 반바지 중에 뭘 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복만 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,아래에 주어진 두 개의 문장들 중 민정이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 민정이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 민정이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정: 수영복을 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정: 수영복 입었어. 수영복을 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정: 수영복은 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정: 수영복 입었어. 수영복은 입었어.,수영복을 입었어.,lul,수영복을 입었어.,lul,lul,수영복 입었어.,zero,수영복 입었어.,zero,zero
212,Crit27,27,LinkedWhQ-Both,LinkedWhQ,Both,소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정:,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정:,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다.,소윤,미영이는 수영복이랑 반바지 중에 뭘 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복이랑 반바지를 둘 다 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,아래에 주어진 두 개의 문장들 중 민정이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 민정이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 민정이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정: 수영복을 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정: 수영복 입었어. 수영복을 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정: 수영복은 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 중에 뭘 입었어? 민정: 수영복 입었어. 수영복은 입었어.,수영복을 입었어.,lul,수영복을 입었어.,lul,lul,수영복 입었어.,zero,수영복은 입었어.,nun,random
213,Crit27,27,DQ-One,DQ,One,소윤: 미영이는 수영복이나 반바지 입었어? 민정:,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정:,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다.,소윤,미영이는 수영복이나 반바지 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복만 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,아래에 주어진 두 개의 문장들 중 민정이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 민정이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 민정이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정: 수영복을 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정: 수영복 입었어. 수영복을 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정: 수영복은 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정: 수영복 입었어. 수영복은 입었어.,수영복을 입었어.,lul,수영복 입었어.,zero,random,수영복 입었어.,zero,수영복 입었어.,zero,zero
214,Crit27,27,DQ-Both,DQ,Both,소윤: 미영이는 수영복이나 반바지 입었어? 민정:,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정:,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다.,소윤,미영이는 수영복이나 반바지 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복이랑 반바지를 둘 다 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,아래에 주어진 두 개의 문장들 중 민정이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 민정이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 민정이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정: 수영복을 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정: 수영복 입었어. 수영복을 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정: 수영복은 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지를 둘 다 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이나 반바지 입었어? 민정: 수영복 입었어. 수영복은 입었어.,수영복 입었어.,zero,수영복을 입었어.,lul,random,수영복 입었어.,zero,수영복은 입었어.,nun,random
215,Crit27,27,CQ-One,CQ,One,소윤: 미영이는 수영복이랑 반바지 입었어? 민정:,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 입었어? 민정:,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다.,소윤,미영이는 수영복이랑 반바지 입었어?,민정,수영복을 입었어.,수영복 입었어.,수영복은 입었어.,수영복만 입었어.,수영복만 입었어.,수영복이랑 반바지를 둘 다 입었어.,아래에 주어진 두 개의 문장들 중 민정이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 민정이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 민정이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 입었어? 민정: 수영복을 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 입었어? 민정: 수영복 입었어. 수영복을 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 입었어? 민정: 수영복은 입었어. 수영복 입었어.,민정이는 미영이가 수영복과 반바지 중에 수영복만 입었다고 답하려고 합니다. 소윤: 미영이는 수영복이랑 반바지 입었어? 민정: 수영복 입었어. 수영복은 입었어.,수영복 입었어.,zero,수영복 입었어.,zero,zero,수영복 입었어.,zero,수영복 입었어.,zero,zero
